id_bien;No_voie;B_T_Q;Type_voie;Voie;Code_postal;id_codedep_codecommune;Type_local;surface_carrez;Surface_local;total_piece
1;347;;RUE;DU CHATEAU;1170;01103;Appartement;48,22;48;3
2;4;;BD;EDOUARD BAUDOIN;6160;06004;Appartement;39,11;40;1
3;20;B;RUE;MARCEAU;6000;06088;Appartement;80,25;82;3
4;550;;RTE;DES VESPINS RN7;6700;06123;Appartement;27,51;27;1
5;9300;;RES;LES ARPEGES BD DES ABA;13400;13005;Appartement;47,33;47;2
6;27;;RUE;DU GRAND MADIER;13600;13028;Appartement;25,31;24;1
7;360;;AV;DU PRADO;13008;13208;Appartement;70,84;70;3
8;5076;F;PARC;DESSUARD;13012;13212;Appartement;67,19;66;3
9;1194;;RUE;DE NORMANDIE;14510;14338;Appartement;18,89;19;1
10;30;;ALL;DES NOISETIERS;14100;14366;Maison;105,37;99;4
11;11;;RUE;ROUGET DE L ISLE;17000;17300;Appartement;31,99;34;2
12;13;;RUE;BERTHE MORISOT;25000;25056;Maison;96,21;100;5
13;1;;RUE;DU POHER;29000;29232;Appartement;30,86;31;1
14;2;;RUE;DES JARDINS;29290;29260;Appartement;66,21;67;3
15;5;;AV;DU COMMANDANT TAILLANDIER;31500;31555;Appartement;45,58;46;2
16;15;;RUE;PAUL DENUCE;33800;33063;Appartement;23,2;27;1
17;176;;RUE;SAINTE CATHERINE;33000;33063;Appartement;13,1;12;1
18;822;G;;LA BAYNASSE SUD;33121;33097;Appartement;29;29;2
19;9;;RUE;DE BELFORT;33160;33449;Appartement;51,4;51;2
20;183;;RUE;MARC ANTOINE MENARD;34400;34145;Appartement;16,79;18;1
21;50;;AV;ANDRE CHASSEFIERE;34340;34150;Appartement;51,4;51;2
22;8;;PL;DES ETATS DU LANGUEDOC;34120;34199;Appartement;68,22;85;3
23;7;;RUE;JEAN-JACQUES ROUSSEAU;37270;37156;Maison;88,45;89;4
24;197;;AV;DE GRAMMONT;37000;37261;Appartement;42,94;46;2
25;48;;BD;MAL FOCH;38000;38185;Appartement;76,48;77;4
26;210;;RTE;DU TAILLEUR;40170;40266;Maison;48,23;53;3
27;199;;RES;MER ET GOLF-LE BOUCANIER;40480;40328;Appartement;49,91;48;2
28;3;;ALL;JEAN PERRIN;44400;44143;Appartement;46,3;45;2
29;12;;RUE;FERDINAND BUISSON;44600;44184;Appartement;47,24;48;2
30;35;;AV;DE CHAMPAGNE;51200;51230;Appartement;81,09;79;4
31;26;;RUE;MESSIER;54000;54395;Appartement;39,69;39;2
32;5794;;;GOLF SAINT LAURENT;56400;56161;Appartement;43,85;44;3
33;5;;RUE;DE PRUNEVEAUX;58000;58194;Appartement;108,78;124;4
34;118;;BD;DU GENERAL DE GAULLE;59100;59512;Appartement;89,84;71;3
35;247;;RUE;DE NOTRE DAME DU THIL;60000;60057;Appartement;48,35;48;2
36;34;;RUE;DE LA VILLE;60660;60155;Appartement;19,11;18;1
37;15;;SQ;JEAN BAPTISTE CLEMENT;60200;60159;Appartement;97,39;97;5
38;84;;AV;JEAN JAURES;60290;60524;Appartement;31,73;32;1
39;54;;RUE;DE LA BUSSIERE;69600;69149;Appartement;49,89;51;2
40;15;;RUE;ARTAUD;69004;69384;Appartement;20,02;20;1
41;1;;AV;D ABONDANCE;74500;74119;Appartement;34,86;33;2
42;950;;AV;DU MONT D ARBOIS;74170;74236;Appartement;39,05;39;2
43;110;;RTE;DE LA TELECABINE;74430;74238;Appartement;18,93;20;1
44;2308;;AV;DES VALLEES;74300;74278;Appartement;88,59;88;4
45;22;;BD;SAINT MARCEL;75005;75105;Appartement;30,05;41;2
46;45;;BD;DE MAGENTA;75010;75110;Appartement;32,3;32;2
47;14;;AV;DE LA REPUBLIQUE;75011;75111;Appartement;120,28;120;4
48;160;;RUE;SAINT MAUR;75011;75111;Appartement;17,94;28;2
49;11;;RUE;DU MOULIN JOLY;75011;75111;Appartement;28,39;28;2
50;36;;RUE;ERARD;75012;75112;Appartement;18;41;2
51;220;;RUE;DE CHARENTON;75012;75112;Appartement;51,44;51;3
52;17;;RUE;D AUSTERLITZ;75012;75112;Appartement;10,06;10;1
53;60;A;RUE;EMERIAU;75015;75115;Appartement;88,3;88;4
54;4;;RUE;SQUARE CARPEAUX;75018;75118;Appartement;23,98;18;1
55;36;;AV;DE CLICHY;75018;75118;Appartement;53,59;39;2
56;68;;RUE;MARCADET;75018;75118;Appartement;24,3;25;2
57;16;;AV;ALEXANDRE ANQUETIN;76200;76217;Appartement;61,52;59;4
58;5;;PARC;DE LA BRESLE;76130;76451;Appartement;57,27;58;3
59;4;;RUE;FRANCOIS LAPERT;76460;76655;Appartement;23,98;25;1
60;5;B;RUE;DE LA SOLIDARITE;77410;77118;Appartement;35,32;40;2
61;4;;ALL;HELENE LAZAREFF;78430;78350;Appartement;89,41;89;4
62;1;;AV;DE DENTON;78180;78423;Appartement;106,19;107;5
63;15;;RUE;ROBERT DESNOS;78210;78545;Appartement;67,76;70;4
64;1;;RUE;MAL DE LATTRE DE TASSIGNY;78210;78545;Appartement;40,55;40;2
65;53;;RUE;DE MAREIL;78100;78551;Appartement;84,31;142;5
66;1;;RUE;MAETERLINCK;78500;78586;Appartement;74;74;3
67;2;;RUE;DIVISION LECLERC;78140;78640;Appartement;49,16;48;2
68;;;;LES SAVELS;83130;83062;Appartement;50,74;50;2
69;31;;AV;DE LA SABLIERE CAPTE;83400;83069;Appartement;20,15;20;1
70;9100;;RES;LE GRAND SOLEIL;83270;83112;Appartement;47,52;38;2
71;8;;ALL;DES PAQUERETTES;83110;83123;Maison;86,92;91;5
72;43;;RUE;CAMPANE;84000;84007;Appartement;37,24;40;2
73;78;;RUE;CARNOT;85300;85047;Appartement;43,12;45;2
74;20;B;ALL;DU HAUT POITOU;86360;86062;Appartement;30,42;30;1
75;9007;;RUE;DES DOUVES;86000;86194;Appartement;71,03;75;4
76;14;;RUE;DU CLUZEAU;87170;87075;Appartement;62,95;62;2
77;8;;RUE;GEORGES BELJEAN;87100;87085;Appartement;43,54;43;2
78;2;;RUE;D ADELAIAU;91470;91249;Appartement;128,34;128;5
79;6;;RUE;DE LA DIVISION LECLERC;91320;91689;Appartement;43,42;43;2
80;79;;RUE;DE VARSOVIE;92700;92025;Appartement;49,45;55;3
81;5;;BD;GEORGES CLEMENCEAU;92400;92026;Appartement;62,1;65;3
82;32;;RUE;GEORGES THORETTON;92230;92036;Appartement;59,35;59;3
83;74;;RUE;JULES GUESDE;92300;92044;Appartement;52,85;55;2
84;35;;AV;SAINTE FOY;93220;93032;Maison;106,31;90;4
85;4;;ALL;JOSEPHINE;93160;93051;Appartement;77,93;77;4
86;129;;ALL;JULES AUFFRET;93320;93057;Appartement;46;46;2
87;1;;PL;GASTON BUSSIERE;93270;93071;Appartement;24,63;24;2
88;21;;RUE;CLAUDE BERNARD;94450;94044;Appartement;67,1;67;3
89;18;;RUE;DE PROVENCE;94510;94060;Maison;80;66;4
90;4;;RUE;DU CLOS SAINT NICOLAS;94510;94060;Appartement;48,02;49;2
91;7;;RUE;DE L EGALITE;94300;94080;Appartement;16,37;17;1
92;16;;RUE;DE LA FOSSE AUX BICHES;95130;95252;Appartement;72,53;69;4
93;57;;ALL;DU VEXIN;95180;95388;Maison;90,07;93;5
94;9004;;RES;LES LIGNIERES;95150;95607;Appartement;57,1;56;3
95;9;;RUE;NEUVE;1120;01262;Appartement;41,82;47;1
96;27;;RUE;FERNAND THUILLART;2000;02408;Appartement;165,11;156;6
97;2;;RUE;DENAIN;3000;03190;Appartement;124,01;77;3
98;7052;;RES;LES CHENEVRIERS;4400;04073;Appartement;24,32;25;1
99;7102;;PL;DE L ENGIEN;4500;04166;Appartement;106,43;133;4
100;9002;;PL;DU DOCTEUR ROBERT;4200;04209;Appartement;32,89;33;1
101;15;;AV;NIQUET;6600;06004;Appartement;37,66;41;2
102;7;;CHE;DE SAINT LAURENT;6800;06027;Appartement;58,42;58;3
103;8;;RUE;ROSSINI;6000;06088;Appartement;99,04;98;4
104;27;;RUE;LAMARTINE;6000;06088;Appartement;30,2;95;3
105;4;;AV;VALROSE;6100;06088;Appartement;68,75;68;3
106;15;B;AV;VICTOR CAUVIN;6230;06159;Appartement;56,05;58;2
107;5;;IMP;DU CHANT DE L ALOUETTE;10100;10323;Appartement;55,5;52;3
108;5279;F;RUE;DU 14 JUILLET;13470;13119;Appartement;53,09;51;3
109;55;;RUE;FRANCIS DAVSO;13001;13201;Appartement;48,24;50;2
110;9;;RUE;BOSCARY;13004;13204;Appartement;28,4;30;1
111;9;;RUE;CRUDERE;13006;13206;Appartement;51,01;51;3
112;13;;BD;GUSTAVE GANAY;13009;13209;Appartement;51,54;52;3
113;4;;RUE;AUX NAMPS;14000;14118;Appartement;34,83;59;2
114;1;;RUE;PESTEL;14600;14333;Appartement;12,44;13;1
115;1;;AV;P CASSAGNAVERE;14360;14715;Appartement;53,76;53;2
116;1;;RUE;CHARLES KOECHLIN;14640;14754;Maison;52,82;32;2
117;66;;AV;DENFERT ROCHEREAU;17000;17300;Appartement;32,18;33;1
118;6;;RUE;DES MENDRIES;17138;17414;Maison;49,9;50;3
119;5;;RES;DE LA HAUTE RIVE;22300;22113;Appartement;68,3;67;4
120;33;;RUE;ANATOLE LE BRAZ;22700;22168;Appartement;54,42;57;2
121;16;H;BD;DE L ATLANTIQUE;22000;22278;Appartement;64;64;4
122;19;;AV;DAUMESNIL;24000;24322;Appartement;31,05;33;1
123;850;;CHE;DES GOUILLOTTES;25410;25527;Appartement;127,96;147;5
124;34;B;RUE;DU FAUBOURG ST JEAN;28000;28085;Maison;106,03;105;5
125;22;;RUE;THEAULON;30220;30003;Appartement;32,29;50;2
126;145;;QUAI;DE BILINA;30100;30007;Appartement;39,5;39;2
127;80;;RUE;DES ANEMONES;30240;30133;Appartement;20;19;1
128;4;B;RUE;ARNAVIELLE;30900;30189;Appartement;60,07;60;3
129;3;;RUE;DAUMESNIL;32000;32013;Appartement;54;57;2
130;230;;BD;DE LA REPUBLIQUE;33510;33005;Appartement;44,12;44;2
131;52;;RUE;DU TONDU;33000;33063;Appartement;61,16;60;4
132;17;;RUE;DES HIRONDELLES;33520;33075;Maison;86,3;86;4
133;17;;RUE;LAURENT FIGNON;33140;33550;Appartement;39,23;45;2
134;7;;AV;PASTEUR;34540;34023;Appartement;24,6;24;1
135;5;;RUE;HENRI HERTZ;37100;37261;Appartement;42,2;42;2
136;4;;ALL;DES ERABLES;37000;37261;Appartement;63,1;70;3
137;6;;RUE;DOYEN GOSSE;38600;38169;Appartement;21;20;1
138;4;;PL;BIR HAKEIM;38000;38185;Appartement;95,74;95;3
139;13;;AV;DE LA MUZELLE MT DE LANS;38860;38253;Appartement;60,55;62;3
140;176;;AV;GABRIELE  D ANNUNZIO;40600;40046;Maison;29,78;25;1
141;49;;AV;VICTOR HUGO;40100;40088;Appartement;18,63;19;1
142;112;;AV;DU MARENSIN;40150;40304;Maison;82,35;47;3
143;2;;CHE;DES GREFFIERS;42680;42256;Maison;94,39;93;4
144;52;;BD;DE L EGALITE;44100;44109;Appartement;62,14;64;3
145;18;;RUE;BONNE GARDE;44230;44190;Appartement;47,34;47;2
146;1;;RUE;PAUL VERLAINE;44470;44204;Appartement;42,25;42;2
147;239;;FG;SAINT VINCENT;45000;45234;Appartement;65,71;65;3
148;13;;ALL;DES ERABLES;45650;45286;Appartement;72,37;69;1
149;74;;RTE;DE COUTANCES;50180;50002;Appartement;57,88;47;2
150;7;;IMP;DES CARMELITES;51100;51454;Appartement;119,95;121;4
151;21;;RUE;DES SOEURS MACARONS;54000;54395;Appartement;36,6;38;2
152;2;;RES;DE PORH MEN GUEN;56680;56062;Appartement;97,51;105;3
153;19;;AV;SIMONE;59110;59368;Appartement;80,09;80;3
154;42;Q;RUE;JEAN JAURES;59700;59378;Maison;29,73;30;2
155;468;;RUE;HENRI DURRE;59590;59491;Maison;153,25;139;5
156;2;;RUE;AMPERE;60200;60159;Appartement;41;37;1
157;59;C;RUE;DU GENERAL MANGIN;60200;60159;Maison;220,72;210;8
158;35;;IMP;JEAN DE LA FONTAINE;60280;60382;Appartement;30,38;30;2
159;1;;AV;JACQUES CARTIER;60110;60395;Appartement;72,91;74;4
160;34;B;AV;DE LA GARE;60290;60524;Appartement;67,47;68;3
161;76;;PL;GRAND PLACE;62000;62041;Appartement;45,5;45;2
162;31;;RUE;HIPPOLYTE GOMOT;63200;63300;Appartement;62,72;47;2
163;6;;AV;DE LA GARE;69250;69003;Appartement;108,84;109;4
164;78;B;RUE;DES COLLONGES;69230;69204;Appartement;43,25;43;2
165;496;;RUE;ETIENNE POULET;69400;69264;Appartement;78,72;71;3
166;72;;RUE;SAINT PIERRE DE VAISE;69009;69389;Appartement;32,82;38;1
167;2;;PL;DE LA RHODIACETA;69009;69389;Appartement;75,31;75;3
168;24;;RUE;DE LA BANQUE;70000;70550;Appartement;75,87;76;4
169;22;;RUE;D ALSACE LORRAINE;70000;70550;Appartement;168,38;106;4
170;13;;RTE;DES MOULINS;74300;74014;Appartement;21,29;21;1
171;110;;RTE;DE LA SAUGE;74500;74249;Appartement;76,14;76;3
172;192;;RUE;SAINT DENIS;75002;75102;Appartement;36,91;37;3
173;24;;RUE;DE SAINTONGE;75003;75103;Appartement;66;12;1
174;8;;RUE;SAINT PAUL;75004;75104;Appartement;25,34;25;2
175;30;;RUE;DES BOULANGERS;75005;75105;Appartement;21,34;20;1
176;36;;RUE;DE BUCI;75006;75106;Appartement;28,55;28;1
177;7;;RUE;COGNACQ JAY;75007;75107;Appartement;82,62;83;3
178;38;;AV;CLAUDE VELLEFAUX;75010;75110;Appartement;30,18;31;2
179;7;;RUE;PLICHON;75011;75111;Appartement;58,45;56;3
180;33;;AV;PHILIPPE AUGUSTE;75011;75111;Appartement;31,12;30;2
181;38;B;RUE;TRAVERSIERE;75012;75112;Appartement;44,95;50;2
182;31;;RUE;DE L ABBE CARTON;75014;75114;Appartement;25,06;26;1
183;8;;RUE;MARMONTEL;75015;75115;Appartement;37,38;37;2
184;22;A;RUE;EMERIAU;75015;75115;Appartement;99,96;97;6
185;62;;RUE;LEGENDRE;75017;75117;Appartement;63,16;75;3
186;68;;RUE;MSTISLAV ROSTROPOVITCH;75017;75117;Appartement;47,12;47;2
187;76;;RUE;LEPIC;75018;75118;Appartement;53,01;50;3
188;21;B;RUE;DUHESME;75018;75118;Appartement;52,46;51;3
189;124;;RUE;DAMREMONT;75018;75118;Appartement;52,24;50;2
190;89;;RUE;DES POISSONNIERS;75018;75118;Appartement;29,13;30;2
191;28;;RUE;DE TORCY;75018;75118;Appartement;67,8;68;3
192;9;;RUE;HENRI CHEVREAU;75020;75120;Appartement;21,01;25;1
193;4;;RUE;MICHEL DUBOSC;76600;76351;Appartement;19,9;20;1
194;3;;RUE;HENRY LEMONNIER;76290;76447;Appartement;45,84;30;1
195;10;;RUE;ROBERT DE THORIGNY;76130;76451;Appartement;39,3;39;2
196;19;B;RUE;DU GENERAL DE GAULLE;77410;77005;Appartement;32,99;29;2
197;56;;RUE;REMY DUMONCEL;77210;77014;Appartement;24,06;25;1
198;4;;RUE;KONRAD ADENAUER;77600;77058;Appartement;53,6;53;2
199;17;;AV;DU GENERAL DE GAULLE;77600;77058;Appartement;31,42;31;1
200;13;Q;RUE;DE CHAMPAGNE;77600;77059;Maison;111,15;102;5
201;2;E;SQ;DU PETIT MARGAT;77610;77192;Appartement;60,25;60;3
202;2;C;CHE;DU GAZON;77230;77259;Maison;75,06;76;4
203;17;;RUE;LOUVIOT;77000;77288;Appartement;33,49;33;2
204;15;;RUE;DE VAUX;77000;77288;Appartement;44,94;45;2
205;2;B;RUE;DU TEMPLE;77160;77379;Appartement;66,54;76;3
206;113;;AV;DE POISSY;78260;78005;Appartement;42,2;42;2
207;8;;SQ;DES AUBADES;78160;78372;Appartement;67,6;66;4
208;9;;RES;DE LA SABOTTE;78160;78372;Appartement;53,05;55;3
209;1;;SQ;DU JURANCON;78310;78383;Appartement;27,81;28;1
210;3;;RUE;LOUIS PASTEUR;78640;78550;Maison;101,85;107;6
211;9003;;CITE;LA GARENNE A BREFAUT;78190;78621;Appartement;55,06;51;3
212;16;;RUE;DE L OCCIDENT;78000;78646;Appartement;80,38;82;4
213;29;;RUE;DES LILAS;82290;82096;Maison;71,05;71;3
214;71;;CHE;DE L ESCOURCHE;83150;83009;Appartement;37,6;51;2
215;271;;BD;DES GRAVIERS;83150;83009;Appartement;15,2;15;1
216;9500;;RES;LE ST VINCENT;83320;83034;Appartement;29,85;30;2
217;1;;AV;PIERRE DE COUBERTIN;83980;83070;Appartement;64,84;64;3
218;9733;;RES;LES TROIS TOURS 2;85470;85035;Appartement;37,82;37;2
219;5;;AV;DU LITTORAL;85560;85127;Appartement;64,41;64;3
220;3;;RUE;FIEF DES COUTS;85100;85194;Appartement;63,63;64;3
221;46;;RUE;DU BAS RUET;85660;85262;Maison;88,5;88;4
222;38;;RUE;JULES FERRY;88110;88372;Appartement;81,24;82;3
223;1;;RUE;DE COLMAR;90000;90010;Appartement;42,25;44;2
224;24;;RUE;DE CRONSTADT;90000;90010;Appartement;56;56;3
225;43;;RUE;DES 3 CHENES;91800;91114;Appartement;69,17;63;4
226;10;;RES;LES BOIS DU CERF;91450;91225;Maison;146,94;168;6
227;5;;RUE;MONTTESSUY;91260;91326;Appartement;49;49;3
228;4;;ALL;D'AUTRICHE;91300;91377;Appartement;93,02;96;5
229;50;B;RTE;D ORLEANS RN 20;91310;91425;Appartement;40;44;2
230;10;;ALL;DES ERABLES;91240;91570;Maison;115,97;118;5
231;239;;AV;ROBERT LEUTHREAU;91600;91589;Maison;90;45;2
232;4;;RUE;BERNARD JUGAULT;92600;92004;Appartement;67,23;66;4
233;26;;RUE;DES BOURGUIGNONS;92600;92004;Appartement;40,69;40;3
234;12;;RUE;DU R P CH GILBERT;92600;92004;Appartement;54,2;54;2
235;1;;RUE;CLAUDE MIVIERE;92270;92009;Appartement;52,47;52;3
236;6;;IMP;BELLEVUE;92100;92012;Appartement;65,62;56;1
237;197;;RUE;GALLIENI;92100;92012;Appartement;87,15;88;4
238;19;;ALL;ROBERT DOISNEAU;92100;92012;Appartement;23,8;23;1
239;11;;RUE;SAINT DENIS;92100;92012;Appartement;31,2;29;2
240;11;;RUE;FESSART;92100;92012;Appartement;78,02;119;4
241;36;;RUE;PAUL HENRY THILLOY;92340;92014;Appartement;76,85;77;1
242;1162;;AV;ROGER SALENGRO;92370;92022;Appartement;59,73;50;3
243;85;;AV;HENRI BARBUSSE;92140;92023;Appartement;40,8;74;3
244;273;;RUE;SAINT DENIS;92700;92025;Appartement;61,06;62;3
245;9;;RUE;PAUL BERT;92700;92025;Appartement;38,05;35;2
246;21;;RUE;VICTOR HUGO;92700;92025;Appartement;32,02;32;2
247;7;;RUE;DE LA SABLIERE;92400;92026;Appartement;94,32;92;4
248;1;;SQ;DES COLONNES;92360;92048;Appartement;61,97;63;3
249;6;;RUE;DE L'OUEST;92000;92050;Appartement;61,93;61;3
250;7;;RUE;DU GUE;92500;92063;Appartement;25,16;25;1
251;11;;RUE;DE LA BENARDE;92500;92063;Appartement;46,75;46;2
252;12;;SQ;RONSARD;92500;92063;Appartement;48,5;47;2
253;7;;RUE;LOUIS BLANC;92170;92075;Appartement;44,17;43;2
254;55;;RUE;DU MOUTIER;93300;93001;Appartement;35;35;2
255;77;;RUE;SADI CARNOT;93170;93006;Appartement;30,45;30;2
256;4;;RUE;ARTHUR RIMBAUD;93140;93010;Appartement;70,56;71;3
257;24;;RUE;KLEBER;93100;93048;Appartement;102,46;147;6
258;68;;RUE;DU COLONEL FABIEN;94230;94016;Appartement;21,13;21;1
259;18;;RUE;PAUL CARLE;94600;94022;Appartement;41,57;42;2
260;15;;RUE;DE TRUCY;94120;94033;Appartement;29,07;15;1
261;3;;ALL;MULATRESSE SOLITUDE;94200;94041;Appartement;68,02;67;3
262;4;;RUE;HALIFAX;94340;94042;Appartement;73,81;76;3
263;6;;RUE;ANQUETIL;94130;94052;Appartement;50,08;50;2
264;83;;AV;DU BAC;94210;94068;Appartement;61,93;62;3
265;16;;RUE;DU MOUTIER;94370;94071;Appartement;34,2;34;2
266;1;;RUE;PIERRE ET MARIE CURIE;94800;94076;Appartement;39,39;39;2
267;7;;ALL;DE DERRIERE LES JARDINS;94350;94079;Appartement;84,23;82;4
268;74;;RUE;DE LA JARRY;94300;94080;Appartement;50,6;50;3
269;27;;AV;PAUL DEROULEDE;94300;94080;Appartement;25,14;20;1
270;4;;RUE;DE LA BRIQUETERIE;95600;95203;Appartement;64;63;3
271;1;;RUE;DES CAPUCINES;95610;95218;Appartement;45,04;46;2
272;1;;RUE;DU PAPIER COUCHE;95610;95218;Appartement;56,86;57;3
273;20;;RUE;DES MARECHAUX;95300;95500;Appartement;77,71;77;4
274;76;;RUE;GEORGE SAND;95310;95572;Appartement;61,05;61;3
275;9003;;PL;DE L HORLOGE;4200;04209;Appartement;105,71;119;4
276;17;;RUE;DE VERDUN;14910;14079;Appartement;30,09;30;2
277;6412;;CHE;DE BOIS LURETTE;14640;14754;Appartement;30,38;30;2
278;10;;RUE;FERRI III;54000;54395;Appartement;47,04;46;2
279;29;;RTE;DE CUSIN;74700;74256;Appartement;63,14;62;3
280;5;;RUE;DU ROCHER;77210;77014;Appartement;45,61;49;2
281;12;;RUE;MARTIN BLEU DIEU;80000;80021;Appartement;34,99;35;1
282;7;;AV;DU DOCTEUR ROUANET;82200;82112;Appartement;67,19;67;4
283;9;;RUE;DE LA JUIVERIE;91150;91223;Appartement;31,49;36;1
284;1;;RUE;DE GEX;1210;01160;Appartement;82,59;75;3
285;140;;RUE;DE L'ABBE JOLIVET;1630;01288;Maison;109,22;109;5
286;1;;RUE;DES MONGES;4000;04070;Appartement;144,6;120;4
287;3;;RUE;NOTRE-DAME;6400;06029;Appartement;31,21;32;2
288;56;;AV;DU TROIS SEPTEMBRE;6320;06032;Appartement;24,58;24;1
289;114;;AV;GASTON DE FONTMICHEL;6210;06079;Appartement;36,6;36;2
290;55;;AV;DE SOSPEL;6500;06083;Appartement;29;29;1
291;649;;PROM;DU SOLEIL;6500;06083;Appartement;54,34;57;2
292;17;;RUE;GOUNOD;6000;06088;Appartement;32,83;33;2
293;4;;BD;CIMIEZ;6000;06088;Appartement;133,44;144;4
294;;;;LES FEUILLATES;10430;10325;Appartement;63,58;63;3
295;17;D;RUE;DE LA COOPERATIVE;10800;10343;Appartement;50,75;50;3
296;146;;AV;GEN GALLIENI;10300;10362;Appartement;47,88;48;2
297;2;;RUE;NVE DE LA REPUBLIQUE;10300;10362;Appartement;68,03;66;3
298;1;;RES;GRUISSAN PORT;11430;11170;Appartement;23,89;25;3
299;156;;PL;DE LA BONANCE;11430;11170;Appartement;22,15;28;2
300;2;;RUE;DE LA BIBLIOTHEQUE;13400;13005;Appartement;82,72;84;5
301;26;;RUE;DOCT SEVERIN ICARD;13260;13022;Appartement;36,8;37;3
302;3;;RUE;ANTOINE PIRRODI;13600;13028;Appartement;29,29;30;1
303;432;;BD;DE LAVAUX;13600;13028;Appartement;115,53;114;4
304;200;;CHEM;DU COULET;13119;13101;Maison;92,99;61;3
305;294;;BD;CHAVE;13005;13205;Appartement;64,45;63;3
306;62;;BD;BOMPARD;13007;13207;Appartement;24,89;40;3
307;2;;RUE;CAPITAINE DESSEMOND;13007;13207;Appartement;22,71;22;1
308;27;;RUE;ROCCA;13008;13208;Appartement;85,37;86;4
309;1;;RES;LE LANCIER;13009;13209;Appartement;31,28;32;1
310;68;;BD;MIREILLE LAUZE;13010;13210;Appartement;112,09;111;5
311;6;;AV;ROGER DELIENCOURT;14800;14220;Appartement;41,78;43;2
312;4;;AV;DE LA REPUBLIQUE;14640;14754;Appartement;47,05;46;2
313;15;;RUE;JEAN JACQUES ROUSSEAU;18000;18033;Appartement;77,87;78;3
314;5;;RUE;D ESPAGNAC;19100;19031;Appartement;70,19;71;3
315;8;;PL;DU GUESCLIN;22000;22278;Appartement;168,7;123;4
316;6113;;;SUVERA TORTA;20144;2A362;Maison;32,16;32;2
317;5495;;CHE;NEUF;30170;30106;Maison;82,11;84;4
318;163;;RUE;DE BRUNSWICK;30000;30189;Appartement;36,29;40;1
319;74;;IMP;DES LUPINS;30900;30189;Appartement;65,24;65;3
320;4;;RUE;DEMOISELLES DE GASCOGNE;31270;31203;Appartement;36,46;38;2
321;10;;BD;PIERRE CURIE;31200;31555;Appartement;60,16;65;3
322;7;;RUE;ARISTIDE DE SOUSA-MENDES;33130;33039;Appartement;56,67;59;3
323;422;;RTE;DE TOULOUSE;33130;33039;Appartement;50,16;50;2
324;51;;RUE;DE PESSAC;33000;33063;Appartement;26,39;26;1
325;12;;RUE;ANDRE LEROUX;33780;33514;Appartement;35,8;35;2
326;16;;AV;VIEILLE TOUR;33400;33522;Appartement;20,15;19;1
327;6;B;RTE;DE LA GARONNE;33210;33533;Appartement;62,55;65;2
328;24;;ALL;DE LA FLANERIE;34300;34003;Appartement;23,7;23;1
329;94;;RUE;FRANCOISE GIROUD;34800;34079;Appartement;44,14;43;2
330;8;;AV;GAL DE GAULLE;34140;34157;Appartement;59,19;72;3
331;;;RES;PORT VAUBAN;34200;34301;Appartement;62,66;71;3
332;2;B;AV;CHARLES LE GOFFIC;35740;35210;Appartement;56,15;61;3
333;2;;RUE;DUGUESCLIN;35000;35238;Appartement;16,54;17;1
334;7;;RUE;JEAN LURCAT;37100;37261;Appartement;65,52;66;3
335;42;;CRS;JEAN JAURES;38000;38185;Appartement;31;31;2
336;3;;AV;DE VALMY;38100;38185;Appartement;61,23;62;3
337;10;;RUE;ELISEE CHATIN;38100;38185;Appartement;76,75;73;3
338;5519;;RES;LES TERRASSES DE L ALPE I;38750;38191;Appartement;16,3;17;1
339;1;;RUE;FRANZ LISZT;38400;38421;Appartement;60,73;61;4
340;2;;RUE;SIMONE DE BEAUVOIR;38400;38421;Appartement;81,25;81;4
341;7;;PL;DE LA VICTOIRE;39500;39526;Maison;97,41;101;5
342;11;;RUE;DES SERRES;40100;40088;Appartement;85,32;78;4
343;220;;CHE;DE LAREIGNE;40280;40281;Appartement;45,94;46;2
344;9;T;AV;DE LA GARE;40230;40284;Maison;53,22;50;3
345;1;;ALL;HELENE ET JACQUES SOLOMON;40220;40312;Appartement;65,26;65;3
346;3;;PL;ALEXANDRE VIRO;40220;40312;Appartement;91,43;90;4
347;80;;RTE;DE L ETANG;40230;40317;Maison;74,39;74;4
348;33;;RUE;DU TREYVE;42160;42005;Appartement;90,2;66;3
349;85;B;RUE;JOANNY AUGE;42300;42187;Appartement;76,75;77;3
350;12;;RUE;BERCHOUX;42300;42187;Appartement;41,31;42;2
351;10;;RUE;DES ECOLIERS;42300;42187;Appartement;61,37;59;2
352;115;;RUE;DU MOULIN A VENT PROLONGE;42300;42332;Appartement;75,95;70;4
353;33;;RUE;ST GILLES;43000;43157;Appartement;36,98;50;2
354;29;;RUE;CHARLES NUNGESSER;44240;44035;Maison;51,77;51;3
355;2;;IMP;DE L HOTEL DIEU;44000;44109;Maison;62,88;50;1
356;44;;BD;OCEANIDES;44380;44132;Appartement;67,98;68;2
357;5;;RUE;LOUISE MICHEL;44840;44198;Appartement;53,25;52;2
358;28;;RUE;GUSTAVE EIFFEL;45380;45075;Appartement;60,7;60;3
359;481;;AV;DU LOIRET;45160;45232;Appartement;70,03;68;4
360;13;;RUE;DE GAUCOURT;45000;45234;Appartement;44,39;45;2
361;28;;RUE;DE LA HAUTE CROIX;45800;45284;Appartement;26,25;26;1
362;63;;RUE;DU PRE PIGEON;49100;49007;Appartement;71,08;75;3
363;99;;RUE;DE LA MADELEINE;49000;49007;Appartement;21,62;20;1
