id_bien;No_voie;B_T_Q;Type_voie;Voie;Code_postal;id_codedep_codecommune;Type_local;surface_carrez;Surface_local;total_piece
1174;147;;RUE;VICTOR HUGO;14800;14220;Appartement;29,02;29;1
1175;1;;AV;DU PORT;14800;14220;Appartement;24,82;24;1
1176;23;;RUE;DES FLEURS;14510;14338;Appartement;90;90;5
1177;9088;;RES;RESIDENCE DUC DE NORMANDIE;14510;14338;Maison;38,2;37;3
1178;2;;RUE;ANDRE LEMOYNE;17100;17415;Appartement;70,05;72;3
1179;10;;RUE;DE LA GUITARDERIE;17600;17421;Appartement;35,83;35;2
1180;34;;RUE;DE PONTIVY;22600;22136;Appartement;141,89;92;3
1181;9003;;RUE;MITARDE;24100;24037;Appartement;36,21;40;2
1182;4;;RUE;EMILE ZOLA;25000;25056;Appartement;69,14;63;2
1183;29;;RUE;D ARENES;25000;25056;Appartement;36,08;40;2
1184;5091;;ALL;DES BOULEAUX;25320;25084;Appartement;60,07;60;4
1185;12;;RTE;DE BARCELONNE;26120;26064;Appartement;85,56;86;3
1186;14;;RUE;DU BOIS MERRAIN;28000;28085;Appartement;54,53;51;2
1187;50;;RUE;DU FAUBOURG LA GRAPPE;28000;28085;Appartement;12,57;12;1
1188;62;;RUE;DE LYON;29200;29019;Appartement;46,99;52;2
1189;15;;PL;CARREGA;20169;2A041;Appartement;52,43;47;1
1190;6404;;RTE;D AIGUES VIVES;30420;30062;Appartement;27,42;28;2
1191;9;;RUE;DES VIGNES;31780;31116;Appartement;42,31;42;2
1192;290;;BD;JEAN JACQUES BOSC;33130;33039;Appartement;39,53;42;2
1193;16;;ALL;DE FRANCS;33130;33039;Appartement;65;66;3
1194;73;;ALL;JEAN GIONO;33100;33063;Appartement;45,56;45;2
1195;85;;RUE;KLEBER;33800;33063;Appartement;55,46;46;2
1196;12;;RUE;DU MARECHAL JOFFRE;33000;33063;Appartement;62,05;59;3
1197;56;;RUE;DU VELODROME;33200;33063;Appartement;82,19;81;5
1198;13;;RUE;ARISTIDE BRIAND;33150;33119;Appartement;21,93;21;1
1199;10;;RUE;ANNA DE NOAILLES;33290;33312;Appartement;22,39;22;2
1200;2;;ALL;ROBERT DROUX;33600;33318;Appartement;62,8;62;3
1201;22;;AV;DU CHIQUET;33600;33318;Appartement;32,57;33;1
1202;24;;ALL;DES ACACIAS;33160;33376;Maison;71,34;70;3
1203;9001;;RES;ROLLA;33400;33522;Appartement;48,03;47;2
1204;690;;CRS;DE LA LIBERATION;33400;33522;Appartement;20,67;21;1
1205;2;;RUE;GUSTAVE LOUDE;33260;33529;Appartement;78,4;80;4
1206;7;;RUE;DE LA TOISON D OR;34300;34003;Appartement;30,37;30;2
1207;9001;;;IMM CLAIR SOLEIL;34540;34023;Appartement;18,92;19;1
1208;9420;;RUE;DU PIOCH;34540;34023;Appartement;16,03;16;1
1209;40;B;RUE;MAURICE CLAVEL;34540;34023;Appartement;21,63;21;1
1210;40;B;RUE;MAURICE CLAVEL;34540;34023;Appartement;19,97;19;1
1211;11;;RUE;CLAUDE MAZET;34500;34032;Appartement;38,59;39;2
1212;1;;IMP;PAUL PAGET;34500;34032;Appartement;78,95;80;5
1213;5;;RUE;CROIX DE LA MISSION;34140;34039;Appartement;25,04;27;1
1214;3;;RUE;BEAUMELLE;34110;34108;Appartement;47,05;45;3
1215;;;;LE LAUZAS;34380;34152;Maison;90,27;89;4
1216;;;LOT;LES VILLAGEOISES;34140;34157;Maison;40,2;33;3
1217;61;;BD;DE VERDUN;34200;34301;Appartement;58,53;58;3
1218;11;C;PL;DE LA LIBERTE;34160;34307;Appartement;91;92;4
1219;53;T;CAMI;FOUNJUT;34350;34324;Maison;43,1;43;3
1220;5034;;IMP;SAINT ROCH;34740;34327;Appartement;48,51;68;3
1221;21;;CHEM;DE LA SOURCE;34110;34333;Maison;40,67;23;2
1222;1;;RUE;DE LA GARDELLE;35400;35288;Appartement;28,87;27;2
1223;21;;RUE;DES CHARPENTERIES;37230;37109;Maison;80,7;81;4
1224;5;;SQ;FRANCIS POULENC;37000;37261;Appartement;76,45;77;4
1225;6;;RUE;PIMBERT;37000;37261;Appartement;58,58;57;3
1226;190;;BD;JEAN ROYER;37000;37261;Appartement;29,49;30;1
1227;2;B;RUE;DU MAQUIS DE L OISA;38610;38179;Appartement;48,3;49;3
1228;20;;RUE;DE STALINGRAD;38100;38185;Appartement;79,09;63;3
1229;15;;CHE;GUILBAUD;38100;38185;Appartement;46,4;46;2
1230;183;;CHE;GARDE ROLLAND;38650;38186;Appartement;55;56;2
1231;5757;;;LE CALVAIRE;38112;38225;Appartement;33,55;37;2
1232;10;;ALL;DE LA RESIDENCE ST MURY;38240;38229;Appartement;59,14;62;2
1233;11;;RUE;DE SAINT OLIVE;38500;38563;Appartement;76,73;76;4
1234;81;;AV;DE LA REPUBLIQUE;39300;39097;Appartement;21,15;21;1
1235;12;B;RUE;ANTOINE BRUN;39100;39198;Appartement;71,48;70;1
1236;2502;;BD;FRANCOIS MITTERRAND;40130;40065;Appartement;47,14;47;2
1237;5;B;RUE;DE LA PAIX;40990;40279;Appartement;75,44;88;4
1238;1;;CHE;DE LA LYRE;40230;40284;Appartement;61,93;64;3
1239;3;;RUE;DES URSULES;41100;41269;Appartement;95,73;94;4
1240;111;;RUE;DES URSULINES;42190;42052;Appartement;83,79;74;4
1241;10;;RUE;CENTRALE;42700;42095;Appartement;45,93;54;3
1242;17;;AV;GALLIENI;42153;42184;Appartement;78;78;4
1243;7;;RUE;AMPERE;42000;42218;Appartement;85,96;85;4
1244;20;B;RUE;MARCELLIN CHAMPAGNAT;42100;42218;Appartement;66,07;66;4
1245;21;;CRS;VICTOR HUGO;42000;42218;Appartement;149,55;148;5
1246;74;;RUE;SAINT ENNEMOND;42800;42225;Appartement;57,96;48;3
1247;7;;AV;VICTOR DURUY;44500;44055;Appartement;49,19;50;3
1248;6;;RUE;DE LA FOSSE;44000;44109;Appartement;37,83;38;2
1249;28;;RUE;DE LA ROSIERE D ARTOIS;44100;44109;Appartement;56,8;53;2
1250;3;;RUE;PASTEUR;44510;44135;Appartement;30,09;32;2
1251;14;;RUE;DU CHANGE;45190;45028;Appartement;64,27;60;3
1252;2;;RUE;DES TEMPLES;45240;45146;Maison;68,7;74;3
1253;1;;AV;LLOYD GEORGE;45500;45155;Appartement;46,05;48;3
1254;153;;ALL;DES CHARDONNERETS;45160;45232;Appartement;45,77;46;2
1255;9011;;RES;DU PRIEURE;50180;50002;Appartement;31,76;32;1
1256;4;;RUE;H DE TOCQUEVILLE;50100;50129;Appartement;62,09;63;4
1257;43;;RUE;DE LA CORDERIE;50400;50218;Appartement;32,8;32;1
1258;213;;AV;DES TILLEULS;50000;50502;Appartement;30,07;30;1
1259;33;;RUE;HINCMAR;51100;51454;Maison;79,74;100;5
1260;9239;;IMP;ST ANTOINE;54150;54099;Maison;94,5;80;3
1261;9;;RUE;CARNOT;54400;54323;Appartement;154,9;37;2
1262;60;B;RUE;DE VIC;54300;54329;Appartement;54,4;54;3
1263;52;;RUE;PIERRE ALLIO;56400;56023;Appartement;59,53;59;2
1264;9021;;;SCUBIDAN;56520;56078;Appartement;27,65;28;2
1265;6080;;CHEM;DE PORT MARIA;56360;56114;Maison;30,07;29;2
1266;34;B;RUE;DU MEZAT BRAS;56680;56169;Appartement;33,23;32;2
1267;8;;RUE;DE LOURDES;58000;58194;Appartement;44,87;148;6
1268;35;;RUE;DES BOUCHERS;59800;59350;Appartement;71,57;78;3
1269;4;;RUE;ALEXANDRE DESROUSSEAUX;59800;59350;Appartement;9,74;13;1
1270;108;;RUE;FAIDHERBE;59110;59368;Appartement;71,74;65;3
1271;19;;RUE;DES TISSERANDS;59700;59378;Appartement;70,95;72;3
1272;29;;RUE;CORREUS;60000;60057;Appartement;55,46;56;2
1273;10;;RUE;CARNOT;60540;60088;Appartement;34,6;42;2
1274;26;B;RUE;PIERRE CURIE;60600;60234;Appartement;45,25;45;2
1275;4;;RUE;RONSARD;60180;60463;Appartement;76,2;78;4
1276;134;;RUE;PASTEUR;60700;60509;Appartement;42,21;42;2
1277;1;;RUE;MARCEL BLANCHET;60660;60601;Appartement;24;37;2
1278;13;;RUE;DES CAPUCINS;62000;62041;Appartement;71,95;97;2
1279;101;;RUE;SAINT AUBERT;62000;62041;Appartement;17,66;17;1
1280;4;;RUE;AMABLE FAUCON;63200;63300;Appartement;57,03;50;2
1281;5010;;AV;DU DR ROUX ST NECTAIRE BA;63710;63380;Appartement;38,54;38;1
1282;9001;;RES;JOUANETOTTE;64600;64024;Appartement;84,26;78;4
1283;5002;F;RUE;DE LA POSTE;66210;66020;Appartement;37,18;33;1
1284;73;;;GRANDE RUE DE SAINT CLAIR;69300;69034;Appartement;57,48;52;3
1285;132;;AV;PIERRE DUMOND;69290;69069;Appartement;43,1;43;2
1286;9001;;ALL;DES TERRASSES;69570;69072;Appartement;87,7;89;4
1287;4;;ALL;DU FRERE BENOIT;69350;69142;Appartement;84,23;82;4
1288;7;;LOT;LES GRANDES TERRES;69650;69163;Maison;114,88;82;4
1289;69;;RUE;DE LA REPUBLIQUE;69170;69243;Appartement;197,65;122;3
1290;166;;RUE;JEAN COCTEAU;69400;69264;Maison;80,21;79;4
1291;1;;IMP;DU PAVE;69780;69283;Appartement;82;82;4
1292;42;;RUE;FRANKLIN;69002;69382;Appartement;60,04;53;3
1293;3;;RUE;D ISLY;69004;69384;Appartement;66,13;68;3
1294;11;;RUE;JEANNE - MARIE CELU;69004;69384;Appartement;45,51;48;1
1295;28;;RUE;DE BOURGOGNE;69009;69389;Appartement;42,04;42;2
1296;43;;RUE;JEAN JAURES;70200;70310;Appartement;25;25;1
1297;85;;RUE;JEAN JAURES;71210;71310;Appartement;52,45;53;3
1298;37;;AV;DE LA REPUBLIQUE;72230;72260;Appartement;47,73;48;2
1299;72;;RTE;DE L ARLANDAZ;73200;73011;Appartement;41,76;41;2
1300;20;;CHE;DU CRY;74400;74056;Appartement;92,72;95;5
1301;58;;DSC;DES PERIADES;74400;74056;Appartement;99,68;99;4
1302;100;;RUE;DU CLOS DE LA CORRUAZ;74400;74056;Appartement;40,32;49;3
1303;254;;RTE;DE RAFORT;74120;74215;Appartement;28,14;33;2
1304;176;;RUE;GRILLET;74800;74224;Appartement;67,06;62;4
1305;3;;RUE;DU BOUCHET;74310;74266;Appartement;23;23;1
1306;399;;AV;DES THEZIERES;74440;74276;Appartement;35,4;36;1
1307;62;;RUE;DE L ARBRE SEC;75001;75101;Appartement;41,19;40;1
1308;16;;RUE;DU CROISSANT;75002;75102;Appartement;23,05;24;1
1309;89;;RUE;DE CLERY;75002;75102;Appartement;18,47;20;1
1310;10;;RUE;DU BOURG L ABBE;75003;75103;Appartement;50,74;51;2
1311;73;;RUE;SAINT MARTIN;75004;75104;Appartement;43,38;45;2
1312;33;;RUE;DE RIVOLI;75004;75104;Appartement;75,21;72;3
1313;19;;RUE;DES BLANCS MANTEAUX;75004;75104;Appartement;29,92;26;1
1314;11;;RUE;DE RIVOLI;75004;75104;Appartement;58,52;57;3
1315;14;B;BD;MORLAND;75004;75104;Appartement;25,1;26;2
1316;23;;RUE;PASCAL;75005;75105;Appartement;15,25;25;1
1317;5;;RUE;SEGUIER;75006;75106;Appartement;9,85;10;1
1318;10;;RUE;DES CANETTES;75006;75106;Appartement;24,19;28;2
1319;3;;RUE;JACOB;75006;75106;Appartement;8,2;20;2
1320;3;;PAS;DE L UNION;75007;75107;Appartement;26,81;24;1
1321;137;A;RUE;DE GRENELLE;75007;75107;Appartement;82,44;95;3
1322;164;B;RUE;DE L UNIVERSITE;75007;75107;Appartement;115;105;3
1323;76;;AV;DES CHAMPS ELYSEES;75008;75108;Appartement;57,93;35;1
1324;81;;RUE;D AMSTERDAM;75008;75108;Appartement;171,58;173;6
1325;4;;RUE;HENRY MONNIER;75009;75109;Appartement;28,4;27;1
1326;14;;RUE;RODIER;75009;75109;Appartement;43,51;46;2
1327;30;;RUE;DES MARTYRS;75009;75109;Appartement;50,82;60;1
1328;42;;RUE;DU CHATEAU D EAU;75010;75110;Appartement;108,6;102;4
1329;10;;RUE;BUISSON ST LOUIS;75010;75110;Appartement;51,51;45;3
1330;4;;AV;CLAUDE VELLEFAUX;75010;75110;Appartement;47,03;49;3
1331;11;;RUE;DE LA PIERRE LEVEE;75011;75111;Appartement;16,58;16;1
1332;12;;RUE;DU MOULIN JOLY;75011;75111;Appartement;23,35;23;2
1333;70;;RUE;JEAN PIERRE TIMBAUD;75011;75111;Appartement;66,09;66;2
1334;110;;AV;DE LA REPUBLIQUE;75011;75111;Appartement;76,42;80;3
1335;5;;RUE;NEUVE DES BOULETS;75011;75111;Appartement;27,37;29;2
1336;15;;RUE;DU DOCTEUR GOUJON;75012;75112;Appartement;52,2;50;3
1337;24;B;RUE;DE PICPUS;75012;75112;Appartement;84,12;80;4
1338;56;;BD;DIDEROT;75012;75112;Appartement;43,32;39;3
1339;17;;RUE;DUMERIL;75013;75113;Appartement;31,82;29;2
1340;19;;RUE;DE LA VISTULE;75013;75113;Appartement;23,16;23;1
1341;12;;RUE;DU MOULIN DE LA POINTE;75013;75113;Appartement;23,68;25;1
1342;10;;SQ;DE PORT ROYAL;75013;75113;Appartement;60,45;57;2
1343;5;;RUE;CAMPAGNE PREMIERE;75014;75114;Appartement;27,03;26;2
1344;188;;AV;DU MAINE;75014;75114;Appartement;52,54;48;3
1345;2;;RUE;MOUTON DUVERNET;75014;75114;Appartement;62,82;65;3
1346;53;;RUE;DU MOULIN VERT;75014;75114;Appartement;21,42;25;2
1347;27;;RUE;DESNOUETTES;75015;75115;Appartement;32,7;31;2
1348;80;;BD;PASTEUR;75015;75115;Appartement;94,68;93;3
1349;15;;RUE;CHANEZ;75016;75116;Appartement;74,78;75;3
1350;9;;RUE;DESBORDES VALMORE;75016;75116;Appartement;34,8;35;1
1351;8;B;RUE;LAURENT PICHAT;75016;75116;Appartement;54,4;52;2
1352;48;;RUE;BOISSIERE;75016;75116;Appartement;75,49;77;3
1353;9;;RUE;BELIDOR;75017;75117;Appartement;14,01;12;1
1354;3;;RUE;RENNEQUIN;75017;75117;Appartement;30,67;29;2
1355;15;;AV;NIEL;75017;75117;Appartement;8,25;9;1
1356;181;;RUE;DE COURCELLES;75017;75117;Appartement;33,5;33;2
1357;6;;RUE;ARTHUR BRIERE;75017;75117;Appartement;27,03;27;2
1358;6;;RUE;CAVALLOTTI;75018;75118;Appartement;81,86;80;4
1359;51;;RUE;DES SAULES;75018;75118;Appartement;22,2;22;1
1360;11;;RUE;MONTCALM;75018;75118;Appartement;22,34;23;1
1361;130;;RUE;ORDENER;75018;75118;Appartement;46,82;47;3
1362;94;;RUE;CHAMPIONNET;75018;75118;Appartement;28,81;27;2
1363;95;;RUE;DUHESME;75018;75118;Appartement;26,12;27;1
1364;114;;RUE;DE CLIGNANCOURT;75018;75118;Appartement;30,69;32;2
1365;55;;RUE;DOUDEAUVILLE;75018;75118;Appartement;34,89;30;2
1366;109;;RUE;MANIN;75019;75119;Appartement;39,63;39;2
1367;6;;RUE;JEAN BAPTISTE DUMAY;75020;75120;Appartement;52,53;53;3
1368;4;;;Z 20;75020;75120;Appartement;94;90;4
1369;80;;RUE;HAXO;75020;75120;Appartement;75,83;79;4
1370;226;;RUE;DES PYRENEES;75020;75120;Appartement;66,85;100;5
1371;30;;AV;GAMBETTA;75020;75120;Appartement;30,32;30;1
1372;10;;PROM;FRONT DE MER;76470;76711;Appartement;35,85;32;2
1373;200;;RUE;DU DOCTEUR PEPIN;76470;76711;Appartement;47,6;47;3
1374;17;;RUE;DE LA REPUBLIQUE;77210;77014;Appartement;46,54;49;2
1375;4;;RUE;KONRAD ADENAUER;77600;77058;Appartement;69,3;69;3
1376;29;;RUE;DU GENERAL DE GAULLE;77430;77079;Appartement;21,04;33;2
1377;20;;ALL;DE LA CLAIRIERE;77420;77083;Appartement;67,04;68;3
1378;27;;RUE;DE FRANCE;77300;77186;Appartement;41,88;62;2
1379;7;;RUE;DE LA MARE PLATE;77370;77201;Appartement;55,8;55;3
1380;47;;RUE;COROT;77150;77249;Maison;97,68;84;4
1381;20;;RUE;DE LA CHARBONNIERE;77144;77307;Appartement;63,08;63;3
1382;7;;RUE;DU GEN DE GAULLE;77250;77316;Maison;91,01;100;5
1383;15;;IMP;ANCIENNE LAITERIE;77480;77325;Maison;63,4;60;3
1384;18;;RUE;DES SOURCES;77178;77430;Maison;109,02;73;4
1385;3;;RUE;DE LA REPUBLIQUE;77170;77450;Appartement;47,83;45;2
1386;10;;RUE;DU GENERAL DE GAULLE;77200;77468;Appartement;48,89;48;2
1387;15;;CHE;DES PETITS MARAIS;77270;77514;Appartement;24,2;25;1
1388;27;;RUE;JEAN GABIN;78390;78073;Appartement;60,92;60;3
1389;1;;RUE;DE L AMANDIER;78400;78146;Appartement;41,51;50;1
1390;7;;ALL;DE L AQUEDUC;78340;78165;Appartement;46,07;46;2
1391;75;;RES;ARISTIDE BRIAND;78700;78172;Appartement;44,4;47;3
1392;3;;ALL;ROSA BONHEUR;78990;78208;Appartement;44,43;44;2
1393;4;;RUE;ERNEST RENAN;78800;78311;Appartement;21,4;21;1
1394;6;;PARC;DE DIANE;78350;78322;Appartement;75,26;78;3
1395;15;;RUE;MASSON;78600;78358;Appartement;37,89;36;2
1396;14;;RUE;DE LORRAINE;78600;78358;Appartement;27,42;28;1
1397;1;;SQ;DES SABLONS;78160;78372;Appartement;81,16;81;5
1398;1;;SQ;DU JURANCON;78310;78383;Appartement;27,44;28;1
1399;4;;RUE;DE TESSANCOURT;78250;78401;Appartement;38,41;37;1
1400;17;;RUE;DU CLOS DU PARC;78360;78418;Appartement;65,6;66;3
1401;3;;ALL;DE NORMANDIE;78130;78440;Appartement;80,03;84;4
1402;12;;RUE;VICTOR HUGO;78230;78481;Appartement;71,85;71;2
1403;163;;AV;DES BAUGES;78370;78490;Appartement;44,39;44;2
1404;4;;RUE;MARYSE BASTIE;78210;78545;Appartement;59,62;59;3
1405;14;;RUE;DU DOCTEUR VAILLANT;78210;78545;Appartement;64,47;74;3
1406;17;;RUE;ANDRE BONNENFANT;78100;78551;Appartement;24,04;22;1
1407;20;;ALL;ARTHUR RIMBAUD;78500;78586;Maison;141;80;4
1408;40;;RUE;JEAN JAURES;78190;78621;Appartement;45,1;45;2
1409;31;;RUE;DES CRENEAUX;78510;78624;Appartement;32,71;40;2
1410;10;;RUE;BAILLY;78000;78646;Appartement;55,62;55;3
1411;8;;RUE;ANDRE CHENIER;78000;78646;Appartement;36,22;39;2
1412;16;;RUE;CARNOT;78220;78686;Appartement;23,04;28;2
1413;11;;RUE;DE BROSSARD;79200;79202;Appartement;56,34;52;2
1414;9;;RUE;DES CANNETTES;80000;80021;Appartement;26,1;29;1
1415;893;;AV;DE LA PLAGE;80120;80333;Appartement;39;42;3
1416;10;B;RUE;PIERRE MENDES FRANCE;82100;82033;Appartement;66,83;70;3
1417;9717;;CHE;DE FOURNIGUE;83330;83016;Appartement;43,14;42;3
1418;83;;RUE;FRANCOIS REBOUL;83400;83069;Appartement;78,9;78;4
1419;9;;BD;MATIGNON;83400;83069;Appartement;83,43;70;3
1420;6;;RUE;EDOUARD BRANLY;83400;83069;Appartement;76,03;76;4
1421;15;;AV;DES ILAIRES;83980;83070;Appartement;30,59;25;1
1422;231;;AV;DU DEUXIEME SPAHIS;83110;83123;Appartement;45,35;44;2
1423;1;;RUE;AMPERE;84000;84007;Appartement;30,06;32;2
1424;8;;RUE;DE LA RAMEE;85140;85084;Maison;23,69;20;2
1425;32;;IMP;DE LA ROSE DES VENTS;85180;85194;Appartement;44,73;45;2
1426;23;;QUAI;ALBERT PROUTEAU;85100;85194;Appartement;19,57;19;1
1427;64;;AV;DU MARAIS;85270;85226;Appartement;33,76;33;2
1428;12;;AV;DES PINS;85160;85234;Appartement;34,47;30;1
1429;1;;AV;DES PAYS DE MONTS;85160;85234;Appartement;22,29;22;1
1430;100;;AV;ARISTIDE BRIAND;89100;89287;Appartement;81,8;120;5
1431;4;;RUE;DE LA 1ERE ARMEE FRANCAISE;90000;90010;Appartement;21,07;35;2
1432;25;;RUE;MARIE CURIE;90300;90075;Appartement;68,69;67;3
1433;27;;RUE;DE PARIS;91570;91064;Appartement;31,98;32;1
1434;9;;ALL;DES PLATANES;91800;91097;Appartement;77,77;81;4
1435;34;;;CENT RES BELLEVUE;91220;91103;Maison;98,96;83;4
1436;7;;AV;DE L ILE DE FRANCE;91380;91161;Appartement;80,58;82;4
1437;7;;RUE;DES ERABLES;91100;91174;Appartement;61,9;61;3
1438;2;;RUE;PASCAL;91560;91191;Appartement;54,08;54;3
1439;1;;PL;SAINT GILLES;91150;91223;Appartement;39,22;38;2
1440;4;;RUE;DE LA ROCHE BENOTTE;91580;91226;Appartement;20,09;19;1
1441;2;;RUE;GEOFFROY ST HILAIRE;91000;91228;Appartement;88,92;88;5
1442;11;;RUE;DE L ETANG;91310;91339;Maison;85,93;68;4
1443;9001;;RES;VOIE DU SUD;91160;91345;Appartement;83,52;82;5
1444;7;;RUE;VICTOR BASCH;91300;91377;Appartement;61,14;61;2
1445;11;;RUE;JEAN MOULIN;91420;91432;Maison;79,13;78;4
1446;37;B;RUE;DE CHARTRES;91400;91471;Appartement;78,1;86;3
1447;23;;IMP;DE LA CERISAIE;91120;91477;Appartement;44,63;44;2
1448;2;;RUE;ELISEE RECLUS;91600;91589;Appartement;21;21;1
1449;143;;RUE;DES SOURCES;92160;92002;Appartement;64,26;64;3
1450;23;;RUE;DE BRETAGNE;92600;92004;Appartement;18,49;22;1
1451;23;;RUE;DE BRETAGNE;92600;92004;Appartement;35,11;36;2
1452;21;;RUE;GALLIENI;92600;92004;Appartement;54,43;60;3
1453;44;;RUE;MAURICE BOKANOWSKI;92600;92004;Appartement;36,5;30;2
1454;17;;RUE;DU GENERAL MANGIN;92600;92004;Appartement;38,29;38;2
1455;50;;RUE;PIERRE JOIGNEAUX;92270;92009;Appartement;78,63;94;4
1456;160;;RUE;GALLIENI;92100;92012;Maison;100;72;4
1457;8;;QUAI;STALINGRAD;92100;92012;Appartement;62,78;64;3
1458;34;;RUE;DES LONGS PRES;92100;92012;Appartement;38,2;38;2
1459;35;;RUE;DE LA TOURELLE;92100;92012;Appartement;79,9;77;3
1460;5;;AV;DU GENERAL LECLERC;92340;92014;Appartement;71,7;70;3
1461;4;;RUE;RENE ROECKEL;92340;92014;Appartement;82,24;81;4
1462;7;B;AV;DU PETIT CHAMBORD;92340;92014;Appartement;11,08;14;1
1463;106;;RUE;ANATOLE FRANCE;92290;92019;Appartement;85,65;86;4
1464;36;;RUE;CARNOT;92370;92022;Appartement;81,17;82;4
1465;23;;RUE;HEBERT;92140;92023;Appartement;52,56;56;3
1466;45;;BD;DU GENERAL LECLERC;92110;92024;Appartement;35,02;35;2
1467;4;;RUE;SOUCHAL;92110;92024;Appartement;40,9;43;3
1468;41;;BD;CHARLES DE GAULLE;92700;92025;Appartement;61,52;61;3
1469;82;;RUE;DE COLOMBES;92400;92026;Appartement;32,61;29;2
1470;39;;RUE;JEAN BONAL;92250;92035;Appartement;38,53;36;2
1471;2;;ALL;EDOUARD MANET;92230;92036;Appartement;79,49;79;3
1472;25;;RUE;DE LA DEFENSE;92130;92040;Appartement;24,57;24;1
1473;9;;RUE;VICTOR HUGO;92300;92044;Appartement;86,97;85;4
1474;15;;RUE;DU VAL;92190;92048;Appartement;37,25;37;1
1475;156;;AV;DE LA REPUBLIQUE;92120;92049;Appartement;61,05;72;3
1476;81;;RUE;HENRI BARBUSSE;92000;92050;Appartement;37,92;38;2
1477;84;;RUE;LUCIEN DUCASTEL;92000;92050;Appartement;75,42;76;4
1478;27;;RUE;DU BOIS DE BOULOGNE;92200;92051;Appartement;66,8;40;2
1479;86;;RUE;PERRONET;92200;92051;Appartement;70,4;60;3
1480;31;;RUE;DU CAPITAINE GEORGES FACQ;92350;92060;Appartement;39,04;38;2
1481;6;;RUE;MARIUS JACOTOT;92800;92062;Appartement;27,65;28;2
1482;94;;RUE;ROUGET DE L ISLE;92150;92073;Appartement;57,7;52;3
1483;16;;PL;DE LA REPUBLIQUE;92170;92075;Appartement;29,17;30;1
1484;4;;VC;LE PRE AU BOIS;92420;92076;Appartement;83,76;83;4
1485;24;;BD;DE JARDY;92420;92076;Appartement;71,8;74;4
1486;16;;RUE;DE MARNES;92410;92077;Appartement;12,52;13;1
1487;52;;RUE;JULES GUESDE;93140;93010;Appartement;66;65;3
1488;6;;PL;DES LAVANDIERES;93390;93014;Maison;86,78;89;5
1489;29;;RUE;JEAN VARNET;93700;93029;Appartement;29,26;30;3
1490;86;;AV;GALLIENI;93800;93031;Appartement;75,91;74;4
1491;49;;AV;JEAN JAURES;93450;93039;Appartement;71,35;72;3
1492;10;;ALL;RENE;93190;93046;Appartement;68,44;66;3
1493;169;;RUE;ANATOLE FRANCE;93130;93053;Appartement;42,43;42;2
1494;8;;RUE;GABRIELLE JOSSERAND;93500;93055;Appartement;32,72;34;1
1495;93;;BD;DE L OUEST;93340;93062;Appartement;49,34;51;2
1496;20;;RUE;DE LA LEGION D HONNEUR;93200;93066;Appartement;56,36;54;3
1497;12;;RUE;SAINT GEORGES;94480;94001;Maison;76,92;75;3
1498;19;;QUAI;BLANQUI;94140;94002;Appartement;17,54;20;1
1499;4;;RUE;DU PARC;94220;94018;Appartement;36,88;38;2
1500;11;;RUE;DE PARIS;94220;94018;Appartement;48,57;48;2
1501;43;;RUE;DE SUCY;94430;94019;Appartement;34,55;30;2
1502;17;;RUE;DE LA PORTE DE BRIE;94000;94028;Appartement;63,4;63;3
1503;73;;RUE;PASTEUR;94120;94033;Appartement;28,8;35;2
1504;2;;AV;JEAN D ESTIENNE D ORVES;94340;94042;Appartement;53,73;49;3
1505;35;;;GR  RUE CHARLES DE GAULLE;94130;94052;Appartement;34,07;34;2
1506;3;;AV;DES MERISIERS;94130;94052;Appartement;87,78;87;3
1507;35;;AV;DE L AERODROME;94310;94054;Appartement;65,95;65;3
1508;107;;AV;DES TILLEULS;94520;94056;Maison;110,59;113;5
1509;29;;AV;DE CONDE;94100;94068;Appartement;49,72;51;3
1510;45;;AV;DU PRESIDENT ROOSEVELT;94320;94073;Appartement;53,95;50;3
1511;26;;RUE;DIDEROT;94300;94080;Appartement;62,41;63;3
1512;32;;BD;DE LA LIBERATION;94300;94080;Appartement;31,75;32;1
1513;21;;RUE;MASSUE;94300;94080;Appartement;45,71;45;2
1514;20;;AV;FRANKLIN ROOSEVELT;94300;94080;Appartement;39,95;34;2
1515;19;;RUE;CHOISY;94400;94081;Maison;42,6;25;2
1516;19;;RUE;CHOISY;94400;94081;Appartement;41,8;35;2
1517;19;;RUE;CHOISY;94400;94081;Appartement;27,4;25;2
1518;19;;RUE;CHOISY;94400;94081;Maison;42;35;2
1519;7;;AV;DE LA CONSTELLATION;95800;95127;Appartement;75,15;75;4
1520;165;;CHS;JULES CESAR;95600;95203;Appartement;58,39;56;3
1521;15;;RUE;CHARLES GOUNOD;95120;95219;Appartement;68,08;74;3
1522;22;;RUE;DES TILLEULS;95480;95488;Appartement;101,31;100;6
1523;15;;RUE;DE LA BRETONNERIE;95300;95500;Appartement;117,15;107;3
1524;5;;PL;DE LA GARE;95210;95555;Appartement;71,98;70;3
1525;78;;RUE;GEORGE SAND;95310;95572;Appartement;38,7;38;2
1526;5001;;;VETIVER;97222;972205;Maison;117,98;100;5
1527;165;;RUE;DE LA FONTAINE DIDIER;97200;972209;Appartement;60,75;61;3
1528;5265;;RES;CAIALI;97200;972209;Appartement;58,8;72;3
1529;1737;F;LOT;LES PINS CARAIBES;97229;972231;Appartement;34,2;43;2
